Campaign name,Ad Set Name,Age,Gender,Video,Reach,Impressions,Frequency,Result type,Results,Cost per result,Amount spent (USD),"CPM (cost per 1,000 impressions)",Link clicks,CPC (cost per link click),CTR (link click-through rate),Clicks (all),CTR (all),"Cost per 1,000 people reached",3-second video plays,ThruPlays,Unique link clicks,Included custom audiences,Reporting starts,Reporting ends
Giving Guide 2021 – Hypercube Brand Video,Climate Change (18-39),35-44,male,23849025697500764,24,35,1.458333333,,,,0.43,12.28571429,,,,0,0,17.91666667,5,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Hypercube Brand Video,Climate Change (18-39),35-44,unknown,23849025697500764,4,7,1.75,,,,0.06,8.57142857,,,,0,0,15,3,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Philanthropy (Emotional),35-44,female,ggwc_emotional_set_2 (1).mp4,8,9,1.125,,,,0.11,12.27439575,,,,0,0,13.80869522,1,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Philanthropy (18-39),35-44,unknown,gg_factual_short.mp4,52,53,1.019230769,,,,0.80,15.09433962,1,0.8,1.886792453,1,1.88679245,15.38461538,18,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Philanthropy (Emotional),35-44,unknown,Auto_Cropped_AR_4_X_5_DCO_ggwc_emotional_set_1 (1).mp4,8,10,1.25,,,,0.24,24.10244984,,,,0,0,30.1280623,1,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Philanthropy (Emotional),35-44,male,ggwc_emotional_set_2 (1).mp4,6,10,1.666666667,,,,0.41,41.17501847,,,,0,0,68.62503078,2,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Philanthropy (18-39),35-44,unknown,ggwc_emotional_set_1 (1).mp4,40,49,1.225,,,,0.71,14.48979592,,,,0,0,17.75,7,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Philanthropy (18-39),35-44,female,gg_factual_short.mp4,35,46,1.314285714,,,,0.77,16.73913043,,,,0,0,22,5,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Philanthropy (Factual),35-44,unknown,ggwc_factual_final1 (1).mp4,14,18,1.285714286,,,,0.27,14.99954189,,,,0,0,19.28512528,4,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Animal Welfare  + Lookalikes (18-39),35-44,female,gg_factual_short.mp4,63,78,1.238095238,,,,1.55,19.87179487,,,,0,0,24.6031746,17,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Animal Welfare (Factual V3),35-44,female,gg_factual_short.mp4,908,1308,1.440528634,On-Facebook Leads,2,8.10,16.19,12.37860231,3,5.39707061,0.229357798,13,0.99388379,17.83173109,244,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Philanthropy (Emotional V3),35-44,unknown,"cropped_4X5_(x, y)_(0, 155)_width_720px_height_899px_New Giving Guide Video Ad Filmed Emotional - Climate Change.m4v",1,1,1,,,,0.00,0,,,,0,0,0,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Climate Change + Lookalikes (18-39),35-44,unknown,ggwc_emotional_set_2 (1).mp4,8,8,1,,,,0.06,7.49824253,,,,0,0,7.49824253,3,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Lookalikes (Factual V2),35-44,unknown,gg_factual_short.mp4,10,11,1.1,,,,0.16,14.57026355,,,,0,0,16.02728991,3,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Retargeting (Emotional),35-44,male,ggwc_emotional_set_1 (1).mp4,3,4,1.333333333,,,,0.04,10.61601643,,,,0,0,14.15468857,,,,"23845437620760764:GWWC All Website Visitors (90 Days),23845437623800764:GWWC www. Website Visitors (90 Days),23845437820710764:GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Retargeting (Emotional),35-44,male,ggwc_emotional_set_1 (1).mp4,3,4,1.333333333,,,,0.07,18.57802875,,,,0,0,24.770705,,,,"23845437620760764:GWWC All Website Visitors (90 Days),23845437623800764:GWWC www. Website Visitors (90 Days),23845437820710764:GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Lookalikes (Factual V2),35-44,unknown,gg_factual_short.mp4,43,43,1,,,,0.63,14.6761521,,,,0,0,14.6761521,10,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Lookalikes (Factual V2),35-44,male,gg_factual_short.mp4,53,58,1.094339623,On-Facebook Leads,1,1.51,1.51,26.07888768,1,1.51257549,1.724137931,4,6.89655172,28.5391601,13,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Climate Change + Lookalikes (18-39),35-44,male,gg_factual_short.mp4,2,2,1,,,,0.02,9.99765671,,,,0,0,9.99765671,,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Climate Change + Lookalikes (18-39),35-44,unknown,Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4,1,1,1,,,,0.73,729.8289397,,,,1,100,729.8289397,1,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Philanthropy (Emotional V3),35-44,unknown,Auto_Cropped_AR_4_X_5_DCO_Free Effective Giving Guide 2021,1,1,1,,,,0.01,10.00754324,,,,0,0,10.00754324,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Climate Change + Lookalikes (18-39),35-44,male,Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4,6,8,1.333333333,,,,0.06,7.49824253,,,,0,0,9.99765671,,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Philanthropy (Emotional V3),35-44,unknown,Auto_Cropped_AR_4_X_5_DCO_V2_ggwc_emotional_set_1 (1).mp4,1,1,1,,,,0.01,10.00754324,,,,0,0,10.00754324,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Philanthropy (Emotional V3),35-44,female,New Giving Guide Video Ad Filmed Emotional - Global Poverty.m4v,1,1,1,,,,0.02,20.01508649,,,,0,0,20.01508649,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Emotional V3,Philanthropy (Emotional V3),35-44,male,"cropped_4X5_(x, y)_(0, 155)_width_720px_height_899px_New Giving Guide Video Ad Filmed Emotional - Climate Change.m4v",1,1,1,,,,0.01,10.00754324,,,,0,0,10.00754324,,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Retargeting (Emotional),35-44,male,ggwc_emotional_set_3 (1).mp4,1,1,1,,,,0.01,10.61601643,,,,0,0,10.61601643,,,,"23845437620760764:GWWC All Website Visitors (90 Days),23845437623800764:GWWC www. Website Visitors (90 Days),23845437820710764:GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Retargeting (Emotional),35-44,female,ggwc_emotional_set_1 (1).mp4,1,1,1,,,,0.02,21.23203285,,,,0,0,21.23203285,,,,"23845437620760764:GWWC All Website Visitors (90 Days),23845437623800764:GWWC www. Website Visitors (90 Days),23845437820710764:GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Retargeting (Emotional),35-44,female,ggwc_emotional_set_2 (1).mp4,1,1,1,,,,0.03,31.84804928,,,,0,0,31.84804928,,,,"23845437620760764:GWWC All Website Visitors (90 Days),23845437623800764:GWWC www. Website Visitors (90 Days),23845437820710764:GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Retargeting (Emotional),35-44,unknown,ggwc_emotional_set_1 (1).mp4,1,1,1,,,,0.00,0,,,,0,0,0,,,,"23845437620760764:GWWC All Website Visitors (90 Days),23845437623800764:GWWC www. Website Visitors (90 Days),23845437820710764:GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Lookalikes (Factual V2),35-44,male,gg_factual_short.mp4,193,193,1,On-Facebook Leads,3,1.71,5.12,26.52184308,4,1.27967893,2.07253886,9,4.66321244,26.52184308,42,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Lookalikes (Factual V2),35-44,female,gg_factual_short.mp4,212,232,1.094339623,On-Facebook Leads,1,4.80,4.80,20.68176688,3,1.59938997,1.293103448,7,3.01724138,22.63287696,48,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Lookalikes (Factual V2),35-44,female,Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4,7,8,1.142857143,,,,0.60,75.12792145,,,,0,0,85.86048166,3,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Retargeting (Emotional),35-44,female,ggwc_emotional_set_1 (1).mp4,3,9,3,,,,0.29,31.84804928,,,,0,0,95.54414784,,,,"23845437620760764:GWWC All Website Visitors (90 Days),23845437623800764:GWWC www. Website Visitors (90 Days),23845437820710764:GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V3,Lookalikes (Factual V3),35-44,male,gg_factual_short.mp4,632,740,1.170886076,On-Facebook Leads,4,2.73,10.93,14.77027027,4,2.7325,0.540540541,10,1.35135135,17.2943038,170,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Climate Change + Lookalikes (18-39),35-44,female,ggwc_emotional_set_2 (1).mp4,222,254,1.144144144,,,,4.14,16.29539322,1,4.13902988,0.393700787,1,0.39370079,18.64427873,40,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Global Poverty (18-39),35-44,male,ggwc_emotional_set_3 (1).mp4,19,22,1.157894737,,,,0.14,6.36363636,,,,0,0,7.36842105,4,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Global Poverty (18-39),35-44,female,ggwc_emotional_set_3 (1).mp4,54,60,1.111111111,,,,0.54,9,,,,0,0,10,5,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Climate Change + Lookalikes (18-39),35-44,female,gg_factual_short.mp4,577,681,1.180242634,,,,14.13,20.7440366,6,2.35444815,0.881057269,13,1.90895742,24.48299641,163,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Global Poverty (Factual),35-44,female,ggwc_factual_final1 (1).mp4,13,17,1.307692308,,,,0.25,14.70588235,,,,0,0,19.23076923,1,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Global Poverty (18-39),35-44,male,gg_factual_short.mp4,118,125,1.059322034,,,,1.16,9.28,1,1.16,0.8,1,0.8,9.83050847,32,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Global Poverty (Factual),35-44,male,gg_factual_short.mp4,12,12,1,,,,0.24,20,,,,0,0,20,1,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Global Poverty (Factual),35-44,unknown,ggwc_factual_final1 (1).mp4,10,12,1.2,,,,0.43,35.83333333,,,,1,8.33333333,43,4,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Lookalikes (Factual V2),35-44,unknown,Auto_Cropped_AR_4_X_5_DCO_gg_factual_short.mp4,1,1,1,,,,0.03,30.05116858,,,,0,0,30.05116858,,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Lookalikes (Factual V2),35-44,female,Auto_Cropped_AR_4_X_5_DCO_V3_gg_factual_short.mp4,1,1,1,,,,0.02,20.03411239,,,,0,0,20.03411239,,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Global Poverty (18-39),35-44,female,gg_factual_short.mp4,352,385,1.09375,On-Facebook Leads,1,4.42,4.42,11.48051948,1,4.42,0.25974026,3,0.77922078,12.55681818,107,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Climate Change + Lookalikes (18-39),35-44,female,Auto_Cropped_AR_4_X_5_DCO_V4_gg_factual_short.mp4,15,19,1.266666667,,,,0.23,12.10242654,,,,0,0,15.32974029,1,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Climate Change + Lookalikes (18-39),35-44,male,gg_factual_short.mp4,161,188,1.167701863,,,,2.67,14.19879969,,,,0,0,16.57996485,39,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Climate Change + Lookalikes (18-39),35-44,male,ggwc_emotional_set_2 (1).mp4,70,84,1.2,,,,1.04,12.37805116,,,,0,0,14.85366139,13,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Global Poverty (Factual),35-44,male,ggwc_factual_final1 (1).mp4,4,5,1.25,,,,0.18,36,,,,0,0,45,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Lookalikes (Factual V2),35-44,male,Auto_Cropped_AR_4_X_5_DCO_gg_factual_short.mp4,2,2,1,,,,0.00,0,,,,0,0,0,1,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Global Poverty (Factual),35-44,unknown,gg_factual_short.mp4,2,2,1,,,,0.00,0,,,,0,0,0,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Lookalikes (Factual V2),35-44,male,Auto_Cropped_AR_4_X_5_DCO_V3_gg_factual_short.mp4,3,3,1,,,,0.06,20.03411239,,,,0,0,20.03411239,,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
