Campaign name,Ad Set Name,Age,Gender,Text,Reach,Impressions,Frequency,Result type,Results,Cost per result,Amount spent (USD),"CPM (cost per 1,000 impressions)",Link clicks,CPC (cost per link click),CTR (link click-through rate),Clicks (all),CTR (all),"Cost per 1,000 people reached",3-second video plays,ThruPlays,Unique link clicks,Included custom audiences,Reporting starts,Reporting ends
Giving Guide 2021 – Factual,Global Poverty (Factual),35-44,male,Use our free guide to learn how to make a bigger impact on the causes you care about most.,26,26,1,,,,0.35,13.46153846,,,,0,0,13.46153846,1,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Climate Change (Factual),35-44,female,"Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",165,200,1.212121212,On-Facebook Leads,3,1.95,5.84,29.19595029,5,1.16783801,2.5,11,5.5,35.38903066,32,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Global Poverty (Emotional),35-44,unknown,Use our free guide to learn how to make a bigger impact on the causes you care about most.,6,6,1,,,,0.05,8.33041992,,,,0,0,8.33041992,3,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Philanthropy (Factual V2),35-44,male,"Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.",157,211,1.343949045,On-Facebook Leads,2,2.20,4.41,20.89732488,2,2.20466778,0.947867299,6,2.8436019,28.08493981,42,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Climate Change (Factual),35-44,female,"Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.",165,183,1.109090909,,,,4.56,24.91457694,,,,2,1.09289617,27.63253079,34,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Animal Welfare (Factual V2),35-44,unknown,"Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",9,9,1,,,,0.24,26.78510699,,,,0,0,26.78510699,4,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Climate Change (Emotional),35-44,female,Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.,25,30,1.2,,,,0.44,14.67248562,1,0.44017457,3.333333333,2,6.66666667,17.60698274,7,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Philanthropy (Emotional),35-44,male,"Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.",554,645,1.164259928,On-Facebook Leads,1,14.71,14.71,22.81013502,2,7.35626854,0.310077519,7,1.08527132,26.55692615,98,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Lookalikes (Factual V2),35-44,unknown,Use our free guide to learn how to make a bigger impact on the causes you care about most.,8,8,1,,,,0.17,21.28624441,,,,0,0,21.28624441,1,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Philanthropy (Emotional),35-44,female,Use our free guide to learn how to make a bigger impact on the causes you care about most.,1127,1252,1.110913931,On-Facebook Leads,2,14.97,29.94,23.91154252,5,5.98745025,0.399361022,11,0.87859425,26.56366569,296,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Philanthropy (Emotional),35-44,male,Use our free guide to learn how to make a bigger impact on the causes you care about most.,209,261,1.248803828,On-Facebook Leads,2,2.99,5.98,22.89424913,2,2.98769951,0.766283525,9,3.44827586,28.59042594,57,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Global Poverty (Factual),35-44,female,"Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.",152,174,1.144736842,,,,3.21,18.44827586,2,1.605,1.149425287,3,1.72413793,21.11842105,29,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Climate Change (Emotional),35-44,female,"Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.",25,26,1.04,,,,0.31,11.92780736,1,0.31012299,3.846153846,1,3.84615385,12.40491966,5,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Philanthropy (Emotional),35-44,unknown,"Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.",72,97,1.347222222,,,,1.65,16.97938906,1,1.64700074,1.030927835,1,1.03092784,22.87501026,27,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Philanthropy (Factual V2),35-44,unknown,Use our free guide to learn how to make a bigger impact on the causes you care about most.,11,11,1,,,,0.14,12.81251509,,,,0,0,12.81251509,4,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Philanthropy (Emotional),35-44,unknown,Use our free guide to learn how to make a bigger impact on the causes you care about most.,44,47,1.068181818,,,,1.05,22.43579107,,,,0,0,23.9655041,2,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Philanthropy (Emotional),35-44,male,Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.,193,222,1.150259067,,,,5.46,24.60910794,,,,2,0.9009009,28.30684955,53,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Philanthropy (Factual V2),35-44,male,Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.,35,37,1.057142857,On-Facebook Leads,1,1.13,1.13,30.47300886,1,1.12750133,2.702702703,2,5.40540541,32.21432366,14,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Philanthropy (Factual V2),35-44,unknown,"Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.",5,5,1,,,,0.05,10.06697614,,,,0,0,10.06697614,1,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Global Poverty (Factual),35-44,male,"Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.",99,111,1.121212121,,,,2.95,26.57657658,,,,1,0.9009009,29.7979798,12,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Climate Change (Factual),35-44,male,Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.,173,204,1.179190751,,,,4.79,23.4771357,,,,0,0,27.68402128,29,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Global Poverty (Emotional),35-44,unknown,"It can be overwhelming with so many problems in the world. Fortunately, we can do *a lot* to help, if we give effectively.

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",6,6,1,,,,0.08,13.32867187,,,,0,0,13.32867187,2,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Climate Change (Factual),35-44,male,"Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",80,83,1.0375,,,,4.86,58.54609607,,,,1,1.20481928,60.74157467,7,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Climate Change (Factual),35-44,female,Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.,394,489,1.241116751,,,,13.50,27.60353314,1,13.4981277,0.204498978,6,1.22699387,34.25920737,80,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Global Poverty (Factual),35-44,unknown,"Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.",8,8,1,,,,0.10,12.5,,,,0,0,12.5,3,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Climate Change (Factual),35-44,unknown,Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.,8,10,1.25,,,,0.09,8.9987518,,,,0,0,11.24843975,1,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Philanthropy (Factual V2),35-44,female,"Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.",1172,1355,1.156143345,On-Facebook Leads,1,28.44,28.44,20.98834509,3,9.47973587,0.221402214,14,1.03321033,24.2655355,430,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Philanthropy (Emotional),35-44,female,"It can be overwhelming with so many problems in the world. Fortunately, we can do *a lot* to help, if we give effectively.

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",2346,2579,1.099317988,,,,56.56,21.93114215,15,3.77069437,0.581620783,41,1.58976347,24.10929907,680,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Philanthropy (Factual V2),35-44,unknown,Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.,6,6,1,,,,0.07,11.7448055,,,,0,0,11.7448055,4,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Philanthropy (Emotional),35-44,female,"Whether we’re moved by animal welfare, the climate crisis, or worldwide humanitarian efforts, our community is united by one thing: making the biggest impact we can. 
 
Make a bigger difference in the world through charitable giving. Start by downloading our Effective Giving Guide. You’ll learn how to approach charity research and smart giving. And be sure to share it with others who care about making a greater impact on the causes closest to their hearts.",1137,1232,1.08355321,On-Facebook Leads,2,15.91,31.83,25.83220493,5,6.36505529,0.405844156,19,1.54220779,27.99056858,280,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Lookalikes (Factual V2),35-44,female,Use our free guide to learn how to make a bigger impact on the causes you care about most.,173,176,1.01734104,On-Facebook Leads,1,4.00,4.00,22.70912171,1,3.99680542,0.568181818,2,1.13636364,23.10292151,60,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Lookalikes (Factual V2),35-44,male,"Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",128,129,1.0078125,On-Facebook Leads,3,1.18,3.53,27.33336264,3,1.17533459,2.325581395,8,6.20155039,27.54690453,21,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Philanthropy (Emotional),35-44,unknown,Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.,26,31,1.192307692,,,,0.94,30.45201995,,,,1,3.22580645,36.30817764,4,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Lookalikes (18-39),35-44,unknown,"Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.",8,8,1,,,,0.11,13.75,,,,0,0,13.75,,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Lookalikes (18-39),35-44,unknown,"Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.",8,8,1,,,,0.12,15,,,,0,0,15,4,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Lookalikes (18-39),35-44,male,"Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",33,37,1.121212121,,,,0.63,17.02702703,,,,0,0,19.09090909,7,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Lookalikes (18-39),35-44,unknown,"Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",9,10,1.111111111,,,,0.16,16,,,,0,0,17.77777778,3,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Climate Change (Factual),35-44,unknown,"Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",5,5,1,,,,0.18,35.99500721,,,,0,0,35.99500721,1,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Animal Welfare (Factual V2),35-44,male,"Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.",190,190,1,,,,3.52,18.50286996,1,3.51554529,0.526315789,2,1.05263158,18.50286996,48,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Lookalikes (18-39),35-44,male,Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.,86,92,1.069767442,,,,1.12,12.17391304,,,,0,0,13.02325581,17,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Lookalikes (18-39),35-44,unknown,Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.,6,6,1,,,,0.13,21.66666667,,,,0,0,21.66666667,,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Philanthropy (Factual V2),35-44,male,"Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.",40,42,1.05,,,,1.19,28.28340916,,,,0,0,29.69757962,11,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Philanthropy (Factual V2),35-44,female,"Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.",226,230,1.017699115,On-Facebook Leads,1,6.03,6.03,26.21790743,1,6.03011871,0.434782609,2,0.86956522,26.68194119,71,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Lookalikes (18-39),35-44,male,Use our free guide to learn how to make a bigger impact on the causes you care about most.,54,58,1.074074074,,,,0.83,14.31034483,,,,0,0,15.37037037,12,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Lookalikes (18-39),35-44,unknown,Use our free guide to learn how to make a bigger impact on the causes you care about most.,2,2,1,,,,0.05,25,,,,0,0,25,1,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Lookalikes (18-39),35-44,male,"Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.",66,72,1.090909091,,,,0.79,10.97222222,,,,0,0,11.96969697,11,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Climate Change (Factual),35-44,unknown,Use our free guide to learn how to make a bigger impact on the causes you care about most.,6,7,1.166666667,,,,0.08,11.42698642,,,,0,0,13.33148415,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Global Poverty (Factual),35-44,female,Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.,40,45,1.125,,,,0.62,13.77777778,,,,0,0,15.5,6,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Climate Change (Emotional),35-44,female,Use our free guide to learn how to make a bigger impact on the causes you care about most.,65,76,1.169230769,,,,1.33,17.50694307,,,,0,0,20.46965651,18,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Climate Change (Factual),35-44,unknown,"Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.",1,1,1,,,,0.01,9.99861311,,,,0,0,9.99861311,1,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Climate Change (Emotional),35-44,male,Use our free guide to learn how to make a bigger impact on the causes you care about most.,19,23,1.210526316,On-Facebook Leads,1,0.45,0.45,19.57297983,1,0.45017854,4.347826087,3,13.04347826,23.69360716,1,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Climate Change (Emotional),35-44,unknown,Use our free guide to learn how to make a bigger impact on the causes you care about most.,8,15,1.875,,,,0.13,8.67010514,,,,0,0,16.25644713,1,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Climate Change (Emotional),35-44,unknown,"It can be overwhelming with so many problems in the world. Fortunately, we can do *a lot* to help, if we give effectively.

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",2,2,1,,,,0.02,10.00396747,,,,0,0,10.00396747,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Animal Welfare (Factual V2),35-44,unknown,"Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.",24,24,1,,,,0.60,25.11103781,,,,0,0,25.11103781,5,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Climate Change (Emotional),35-44,male,"Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.",5,5,1,,,,0.05,10.00396747,,,,0,0,10.00396747,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Global Poverty (Factual),35-44,male,"Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.",19,19,1,,,,0.60,31.57894737,,,,0,0,31.57894737,7,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Global Poverty (Factual),35-44,female,"Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.",36,36,1,,,,0.65,18.05555556,,,,0,0,18.05555556,6,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Lookalikes (Factual V2),35-44,unknown,"Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.",7,7,1,,,,0.07,10.01705619,,,,0,0,10.01705619,3,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Global Poverty (Factual),35-44,male,"Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",35,39,1.114285714,,,,0.58,14.87179487,,,,1,2.56410256,16.57142857,3,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Climate Change (Emotional),35-44,female,"It can be overwhelming with so many problems in the world. Fortunately, we can do *a lot* to help, if we give effectively.

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",13,15,1.153846154,,,,0.11,7.33624281,,,,0,0,8.46489555,,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Climate Change (Emotional),35-44,male,Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.,8,8,1,,,,0.11,13.75545527,,,,0,0,13.75545527,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Climate Change (Factual),35-44,unknown,"Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.",3,4,1.333333333,,,,0.07,17.49757295,,,,0,0,23.33009727,,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Philanthropy (Emotional),35-44,female,Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.,1251,1444,1.154276579,On-Facebook Leads,3,12.70,38.11,26.39335097,6,6.3519998,0.415512465,24,1.66204986,30.46522686,356,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Philanthropy (Emotional),35-44,unknown,"Whether we’re moved by animal welfare, the climate crisis, or worldwide humanitarian efforts, our community is united by one thing: making the biggest impact we can. 
 
Make a bigger difference in the world through charitable giving. Start by downloading our Effective Giving Guide. You’ll learn how to approach charity research and smart giving. And be sure to share it with others who care about making a greater impact on the causes closest to their hearts.",42,45,1.071428571,,,,0.73,16.29147072,1,0.73311618,2.222222222,1,2.22222222,17.4551472,13,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Climate Change (Emotional),35-44,unknown,Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.,1,1,1,,,,0.01,10.00396747,,,,0,0,10.00396747,,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Climate Change (Emotional),35-44,male,"It can be overwhelming with so many problems in the world. Fortunately, we can do *a lot* to help, if we give effectively.

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",12,14,1.166666667,,,,0.16,11.43310568,,,,0,0,13.33862329,3,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Climate Change (Factual),35-44,female,Use our free guide to learn how to make a bigger impact on the causes you care about most.,131,139,1.061068702,On-Facebook Leads,1,4.05,4.05,29.13264972,1,4.04943831,0.71942446,2,1.43884892,30.91174283,15,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Climate Change (Emotional),35-44,unknown,"Whether we’re moved by animal welfare, the climate crisis, or worldwide humanitarian efforts, our community is united by one thing: making the biggest impact we can. 
 
Make a bigger difference in the world through charitable giving. Start by downloading our Effective Giving Guide. You’ll learn how to approach charity research and smart giving. And be sure to share it with others who care about making a greater impact on the causes closest to their hearts.",1,1,1,,,,0.03,30.0119024,,,,0,0,30.0119024,1,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Climate Change (Factual),35-44,male,Use our free guide to learn how to make a bigger impact on the causes you care about most.,64,65,1.015625,,,,1.05,16.1516058,,,,0,0,16.40397464,7,,,,2021-11-01,2022-01-20
