Campaign name,Ad Set Name,Age,Gender,Text,Reach,Impressions,Frequency,Result type,Results,Cost per result,Amount spent (USD),"CPM (cost per 1,000 impressions)",Link clicks,CPC (cost per link click),CTR (link click-through rate),Clicks (all),CTR (all),"Cost per 1,000 people reached",3-second video plays,ThruPlays,Unique link clicks,Included custom audiences,Reporting starts,Reporting ends
Giving Guide 2021 – Factual V2,Lookalikes (Factual V2),35-44,male,"Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.",34,34,1,,,,0.75,22.09644749,,,,0,0,22.09644749,7,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Philanthropy (Emotional),35-44,male,"It can be overwhelming with so many problems in the world. Fortunately, we can do *a lot* to help, if we give effectively.

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",430,504,1.172093023,,,,10.09,20.02559696,2,5.04645043,0.396825397,5,0.99206349,23.47186249,111,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Philanthropy (Emotional),35-44,unknown,"It can be overwhelming with so many problems in the world. Fortunately, we can do *a lot* to help, if we give effectively.

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",60,71,1.183333333,On-Facebook Leads,1,1.92,1.92,27.01624365,2,0.95907665,2.816901408,5,7.04225352,31.96922166,21,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Climate Change (Emotional),35-44,male,"Whether we’re moved by animal welfare, the climate crisis, or worldwide humanitarian efforts, our community is united by one thing: making the biggest impact we can. 
 
Make a bigger difference in the world through charitable giving. Start by downloading our Effective Giving Guide. You’ll learn how to approach charity research and smart giving. And be sure to share it with others who care about making a greater impact on the causes closest to their hearts.",12,12,1,,,,0.15,12.50495933,,,,0,0,12.50495933,2,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Philanthropy (Emotional),35-44,male,"Whether we’re moved by animal welfare, the climate crisis, or worldwide humanitarian efforts, our community is united by one thing: making the biggest impact we can. 
 
Make a bigger difference in the world through charitable giving. Start by downloading our Effective Giving Guide. You’ll learn how to approach charity research and smart giving. And be sure to share it with others who care about making a greater impact on the causes closest to their hearts.",175,208,1.188571429,,,,5.82,28.00364765,2,2.91237936,0.961538462,6,2.88461538,33.28433549,39,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Global Poverty (Factual),35-44,male,Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.,27,27,1,,,,1.21,44.81481481,,,,1,3.7037037,44.81481481,5,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Philanthropy (Factual V2),35-44,female,"Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",281,296,1.053380783,,,,6.78,22.8887667,1,6.77507494,0.337837838,4,1.35135135,24.11058699,80,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Philanthropy (Factual V2),35-44,male,"Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",33,34,1.03030303,,,,0.92,26.94396556,,,,1,2.94117647,27.76044936,5,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Lookalikes (18-39),35-44,female,Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.,220,232,1.054545455,,,,2.96,12.75862069,1,2.96,0.431034483,1,0.43103448,13.45454545,65,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Climate Change (Emotional),35-44,female,"Whether we’re moved by animal welfare, the climate crisis, or worldwide humanitarian efforts, our community is united by one thing: making the biggest impact we can. 
 
Make a bigger difference in the world through charitable giving. Start by downloading our Effective Giving Guide. You’ll learn how to approach charity research and smart giving. And be sure to share it with others who care about making a greater impact on the causes closest to their hearts.",30,31,1.033333333,,,,0.65,20.97606082,,,,0,0,21.67526284,4,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Climate Change (Factual),35-44,male,"Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.",60,65,1.083333333,,,,1.07,16.45925543,,,,1,1.53846154,17.83086005,6,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Philanthropy (Factual V2),35-44,female,Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.,280,304,1.085714286,On-Facebook Leads,1,6.05,6.05,19.90214691,2,3.02512633,0.657894737,5,1.64473684,21.60804522,85,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Lookalikes (18-39),35-44,female,"Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.",179,187,1.044692737,On-Facebook Leads,1,3.62,3.62,19.35828877,2,1.81,1.069518717,3,1.60427807,20.22346369,45,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Lookalikes (Factual V2),35-44,female,"Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.",142,146,1.028169014,,,,3.37,23.05295124,,,,2,1.36986301,23.70233015,36,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Philanthropy (Factual V2),35-44,male,Use our free guide to learn how to make a bigger impact on the causes you care about most.,32,32,1,,,,0.70,22.02151031,,,,0,0,22.02151031,11,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Animal Welfare (Factual V2),35-44,female,"Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.",1246,1446,1.160513644,On-Facebook Leads,4,7.76,31.03,21.45726024,9,3.44746648,0.622406639,28,1.93637621,24.90144327,405,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Philanthropy (Factual V2),35-44,female,Use our free guide to learn how to make a bigger impact on the causes you care about most.,294,308,1.047619048,On-Facebook Leads,4,1.57,6.28,20.39543219,5,1.25635862,1.623376623,9,2.92207792,21.36664324,93,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Lookalikes (18-39),35-44,female,"Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.",115,117,1.017391304,,,,2.46,21.02564103,1,2.46,0.854700855,2,1.70940171,21.39130435,33,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Lookalikes (18-39),35-44,female,Use our free guide to learn how to make a bigger impact on the causes you care about most.,153,163,1.065359477,On-Facebook Leads,1,1.82,1.82,11.16564417,1,1.82,0.613496933,2,1.22699387,11.89542484,33,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Climate Change (Factual),35-44,female,"Giving What We Can has helped 6,000+ people make a bigger impact on the causes they care about most. Download our free guide and learn how you can do the same.",124,132,1.064516129,,,,4.99,37.79778746,1,4.98930794,0.757575758,5,3.78787879,40.23635439,24,,,,2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Lookalikes (18-39),35-44,male,"Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.",41,43,1.048780488,,,,0.51,11.86046512,,,,1,2.3255814,12.43902439,14,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – PPCo Creatives,Lookalikes (18-39),35-44,female,"Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",96,96,1,,,,1.58,16.45833333,1,1.58,1.041666667,1,1.04166667,16.45833333,33,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Lookalikes (Factual V2),35-44,male,Use our free guide to learn how to make a bigger impact on the causes you care about most.,23,23,1,On-Facebook Leads,1,0.53,0.53,23.08278166,2,0.26545199,8.695652174,4,17.39130435,23.08278166,9,,,"23847141732800764:Lookalike (AU, CA and 3 others, 1%) - GWWC Members & Try Givers,23847141732860764:Lookalike (AU, CA and 3 others, 2% to 3%) - GWWC Members & Try Givers,23847141732870764:Lookalike (AU, CA and 3 others, 1% to 2%) - GWWC Members & Try Givers,23847141734740764:Lookalike (AU, CA and 3 others, 1%) - GWWC Facebook Page (engaged within 365 days),23847141734790764:Lookalike (AU, CA and 3 others, 1% to 3%) - GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Global Poverty (Factual),35-44,unknown,"Only 3% of donors give based on charity effectiveness yet the best charities can be 100x more impactful. That’s incredible!

Check out the Effective Giving Guide 2021. It'll help you find the most impactful charities across a range of causes.",1,1,1,,,,0.09,90,,,,0,0,90,,,,,2021-11-01,2022-01-20
Giving Guide 2021 – Factual,Climate Change (Factual),35-44,male,"Did you know that the best charities can have a 100x greater impact?
Download our free Effective Giving Guide for the best tips on doing the most good this holiday season.",56,58,1.035714286,,,,1.35,23.27263397,,,,0,0,24.10379947,9,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Retargeting (Emotional),35-44,female,Use our free guide to learn how to make a bigger impact on the causes you care about most.,2,2,1,,,,0.03,15.92402464,,,,0,0,15.92402464,,,,"23845437620760764:GWWC All Website Visitors (90 Days),23845437623800764:GWWC www. Website Visitors (90 Days),23845437820710764:GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
Giving Guide 2021 – Factual V2,Global Poverty (Factual V2),35-44,male,Want to make a bigger difference next year? Start with our Effective Giving Guide and learn how to make a remarkable impact just by carefully choosing the charities you give to.,266,266,1,On-Facebook Leads,1,4.44,4.44,16.68857686,2,2.21958072,0.751879699,6,2.2556391,16.68857686,59,,,,2021-11-01,2022-01-20
Giving Guide 2021 - Emotional,Retargeting (Emotional),35-44,female,"Whether we’re moved by animal welfare, the climate crisis, or worldwide humanitarian efforts, our community is united by one thing: making the biggest impact we can. 
 
Make a bigger difference in the world through charitable giving. Start by downloading our Effective Giving Guide. You’ll learn how to approach charity research and smart giving. And be sure to share it with others who care about making a greater impact on the causes closest to their hearts.",2,3,1.5,,,,0.12,38.92539357,,,,0,0,58.38809035,,,,"23845437620760764:GWWC All Website Visitors (90 Days),23845437623800764:GWWC www. Website Visitors (90 Days),23845437820710764:GWWC Facebook Page (engaged within 365 days)",2021-11-01,2022-01-20
